Nome,Continuidade,Tipo,Espécie,Planeta Natal,Altura,Massa,Nascimento,Morte,Famílias,Pais,Parceiros,Irmãos,Filhos,Mestres,Aprendizes,Afiliação
Darth Kroan,Canon,Sith,Humanoid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sith
Darth Inexor,Canon,Sith,Humanoid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sith
Klias Teradine,Canon,Jedi,Zeltron,N/A,"1.73 meters (5 ft, 8 in)",N/A,N/A,"241 BBY, Mount Bikja",new,new,new,new,new,Cibaba,N/A,Jedi Order
Loje Nella,Canon,Criminal,Riorian,Rior,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba's criminal empire
Kuru,Canon,N/A,Arcona,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Makta,Canon,N/A,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Wittin,Canon,Criminal,Jawa,Tatooine,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire
Ylra,Canon,N/A,Theelin,N/A,N/A,N/A,N/A,N/A,new,new,Tamu Dree,new,new,N/A,N/A,N/A
Nysad,Canon,Criminal,Kajain'sa'Nikto,Kintan,N/A,N/A,N/A,"4 ABY, Tatooine",new,new,new,new,new,N/A,N/A,Jabba's criminal empire
Canonhaus,Canon,Galactic Empire,Human,N/A,N/A,N/A,c. 47 BBY,"3 ABY, Ultimatum, Hoth asteroid belt",new,new,new,new,new,N/A,N/A,Galactic Republic; Galactic Empire; Imperial Navy's officer corps; Helix Squadron; Death Squadron
Guldus Bemm,Legends,Criminal,Twi'lek,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Mana,Canon,Jedi,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,Ky Narec,Jedi Order
Zang Arraira,Canon,Jedi,N/A,N/A,N/A,N/A,c. 102 BBY,N/A,new,new,new,new,new,Tera Sinube,N/A,Jedi Order; Hawk-Bat Clan; Galactic Republic
Erik,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic
Keto (Rebel),Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alliance to Restore the Republic
Shaak Ti's Padawan,Legends,Jedi,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,Shaak Ti,N/A,Jedi Order; Galactic Republic
Fozec,Canon,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jabba Desilijic Tiure's criminal empire
Alexan,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Alliance to Restore the Republic
Stallo,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stallo's sister,N/A,N/A,N/A,N/A
Roz Fantanine,Canon,Corporate,Fantanine,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Ben Diffle Fantanines
Kako Fantanine,Canon,Corporate,Fantanine,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Ben Diffle Fantanines
Selas Ferr,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Kavree Mile,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Turran,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Jandrell,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Space Rescue Corps
Mangrill,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Space Rescue Corps
Specialist 1138,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Security Bureau
Holobet,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Jedi Padawan (Grievous),Canon,Jedi,Human,N/A,N/A,N/A,N/A,"20 BBY, Ledeve",new,new,new,new,new,A Mikkian Jedi,N/A,Jedi Order
Kyossk,Canon,Criminal,Kyuzo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Guattako's army
Devlor Samt,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Nardo Sau,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Tooslavite,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Kairos,Canon,N/A,Kairos's species,Kairos's homeworld,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; New Republic; Alphabet Squadron
Keeve Trennis,Canon,N/A,Human,N/A,"1.68 meters (5 ft, 6 in)",N/A,N/A,By 3 ABY,N/A,Sskeer,N/A,N/A,N/A,Sskeer,N/A,Jedi Order; Galactic Republic; Keeve's crew; Beacon
Radorm,Canon,Jedi,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Jedi Order
Yepa,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Glute,Canon,Criminal,Crolute,N/A,Around 7 feet,N/A,N/A,"Before 22 BBY, Serenno",new,new,new,new,new,N/A,N/A,Razorclaw Gang
Enric Pryde,Canon,Sith Empire,Human,Alsakan,1.88 meters (6ft 2in),N/A,"27 BBY, Alsakan","35 ABY, Steadfast, Exegol",new,new,new,new,new,Darth Sidious,N/A,Galactic Empire; Enric Pryde's regiment; Imperial Remnants; Unknown Regions Imperial remnant; First Order; First Order Navy; First Order Supreme Council; Corporate Sector Authority ; Sith Eternal; Final Order
Zorii Bliss,Canon,Criminal,Human,Kijimi,1.62 meters (5ft 4in),N/A,Between 1 BBY–1 ABY,N/A,Bliss family,Zeva Bliss,N/A,N/A,N/A,N/A,N/A,Spice Runners of Kijimi; Citizens' Fleet
Nath Tensent,Canon,Criminal,Human,N/A,N/A,N/A,c. 33 BBY,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Pira,Canon,N/A,Bivall,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Rralla,Canon,N/A,Wookiee,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified Protobranch Prime Minister,Canon,Bureaucrat,Bivall,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Volkan,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Apina,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Cuhoon,Canon,N/A,Fluggrian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Vylip F'alma,Canon,N/A,Mustafarian,Mustafar,N/A,N/A,N/A,"1 BBY, Mustafar",new,new,new,new,new,N/A,N/A,Vylip F'alma's clan
Chass na Chadic,Canon,N/A,Theelin,N/A,N/A,N/A,c. 21-16 BBY,N/A,N/A,Chass na Chadic's mother,Yrica Quell,N/A,N/A,N/A,N/A,Inheritors of the Crystal; Partisans; Cavern Angels; Alliance to Restore the Republic; Rebel Alliance Starfighter Corps; New Republic; Hound Squadron; Riot Squadron ; Alphabet Squadron; Children of the Empty Sun
Lutin Hollis,Canon,Galactic Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Royal House of Naboo
Erdan,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Corvax,Canon,N/A,N/A,Mustafar,N/A,N/A,Before 1032 BBY,N/A,N/A,N/A,Dorwin Corvax,N/A,N/A,N/A,N/A,N/A
"""Avenger""",Canon,First Order,Human,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Order; First Order starfighter corps
"""Recoil""",Canon,First Order,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,First Order; First Order starfighter corps
Anahul Sato,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,Bey,Far Suns
Corvax descendant,Canon,Criminal,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,Darth Vader ; Black Bishop,N/A,Vylip F'alma's clan
Tost,Canon,CIS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,InterGalactic Banking Clan; Iotran Guard ; Confederacy of Independent Systems; Separatist Droid Army
Oro Dassyne,Canon,CIS,Koorivar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Corporate Alliance; Confederacy of Independent Systems; Koorivar Fusiliers
Gallo,Canon,Bureaucrat,Gungan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gallo's army
Harrin Tarn,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
205.104/G3,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire
Stav Kren,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Strike Force Altagak
Darreen Spenss,Legends,New Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
792.203/S60,Legends,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire
Meenan Atraxas,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Klev Natasken,Legends,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Tiny (dianoga),Canon,N/A,Dianoga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toothy,Canon,Pet,Dianoga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Selbie,Canon,N/A,Human,Pijal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pijal capital city cantina
Scrapjaw Motito,Canon,N/A,Unidentified species,Jakku,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Sneeze,Legends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Kel'Cy,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Ohnaka Transport Solutions
Unidentified Rebel major (Pau'an),Canon,Rebel,Pau'an,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Greez Dritus,Canon,Rebel,Latero,Lateron,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Lateron Space Academy; Stinger Mantis crew; Pyloon's Saloon
Radley (rebel),Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"During Imperial Era, over Imperial supply moon",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic
Unidentified Rebel Alliance pilot (Jamiri),Canon,Rebel,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Rebel Alliance Starfighter Corps
Alyava Thomcro,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Xeelksidlo,Legends,Criminal,Rodian,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Hen,Legends,N/A,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Dim-U
Red Seven (Tandankin),Legends,New Republic,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Caern Adan,Canon,New Republic,Balosar,N/A,N/A,N/A,N/A,"5 ABY, a planetoid",new,new,new,new,new,N/A,Nasha Gravas,IGBC Financial Review; Alliance to Restore the Republic; Rebel Alliance Intelligence Service; New Republic; New Republic Intelligence
Nasi Moreno,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"c. 4 ABY, Jiruus system",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Sata Neek,Canon,New Republic,Ishi Tib,Tibrin,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Rununja,Canon,New Republic,Duros,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Massassi Group; Riot Squadron; New Republic; Riot Squadron
Ginruda,Canon,N/A,Humanoid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Entropian Hive Trading Council
Fadime,Canon,New Republic,Nikto,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Ansil (pilot),Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Aries,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,By 4 ABY,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Braigh,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Canthropali,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Shol Mordeaux,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"By 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Char,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"4 ABY, Pandem Nai",new,new,new,new,new,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Creel,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron
Ferris,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Heater (pilot),Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,Barson Nestroph,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Kamala,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Kreskian,Canon,New Republic,Chadra-Fan,N/A,N/A,N/A,N/A,"4 ABY, Hellion's Dare",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; New Republic; New Republic Defense Fleet
Lexei,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Alliance Military
Merish,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"c. 4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron; Riot Squadron
Barson Nestroph,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Heater,N/A,N/A,Galactic Empire; Imperial Army
Nex,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,By 4 ABY,new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Jothal Gablerone,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"c. 5 ABY, Cerberon system",new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; Squadron Four
Len Okero,Canon,N/A,N/A,Polyneus,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Pesalt,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Samran Phesh,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,"5 ABY, Jakku",new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps
Piter,Canon,Rebel,Human,N/A,N/A,N/A,N/A,Between 3 ABY and 4 ABY Trenchenovu shipyards,new,new,new,new,new,N/A,N/A,Galactic Empire; Nath Tensent's squadron; Alliance to Restore the Republic; Nath Tensent's squadron
Rassus,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
Rawn,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Eno Cordova,Canon,Jedi,Human,N/A,N/A,N/A,N/A,"9 BBY, Jedha",N/A,N/A,N/A,N/A,N/A,N/A,Cere Junda,Jedi Order; Galactic Republic; Hidden Path
Yrica Quell's brother,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,Quell family,N/A,N/A,Yrica Quell,N/A,N/A,N/A,N/A
Yrica Quell's father,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,Quell family,N/A,N/A,N/A,Yrica Quell,N/A,N/A,N/A
Yrica Quell's mother,Canon,N/A,Human,N/A,N/A,N/A,N/A,N/A,Quell family,N/A,N/A,N/A,Yrica Quell,N/A,N/A,N/A
Madrighast,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,"5 ABY, Unyielding, Chadawa system",new,new,new,new,new,N/A,N/A,Galactic Empire; Chadawan government; Chadawan navy
Neosephine Calorda,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Starfighter Corps
Tails (pilot),Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Alyord Smythe,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,c. 4 ABY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
Denn Maskar,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,Between 3 ABY and 4 ABY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
Samnel Peers,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,c. 4 ABY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
Sonogari,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"c. 4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Reeka,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Rorian,Canon,Rebel,N/A,N/A,N/A,N/A,N/A,"Before 4 ABY, Trenchenovu shipyards",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Nath Tensent's squadron
Quaysail,Canon,New Republic,Aqualish,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Hound Squadron; New Republic; Hound Squadron
Rep Boy,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Togue,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Yeprexi,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Glothe,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron; Riot Squadron
Shroi,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Stanislok,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,New Republic; Hound Squadron
Skitcher,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",new,new,new,new,new,N/A,N/A,Alliance to Restore the Republic; Riot Squadron; New Republic; Riot Squadron
Gannory,Canon,N/A,Cerean,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Narlowe,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Brorn,Canon,N/A,N/A,Mrinzebon,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Vryant,Canon,Criminal,Human,N/A,N/A,N/A,N/A,"c. 4 ABY, Mrinzebon",new,new,new,new,new,N/A,N/A,Galactic Empire; Mrinzebon garrison
Sonogari's mother,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Wyl Lark's aunt,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Wyl Lark's uncle,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Nette,Canon,Rebel,N/A,N/A,N/A,N/A,During or after 19 BBY,N/A,N/A,Nette's mother,N/A,N/A,N/A,N/A,N/A,N/A
Malvor,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps
Senchiko,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Hirodin Nasli,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"4 ABY, Oridol Cluster",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Pune Zignat,Canon,CIS,Aqualish,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Confederacy of Independent Systems; Lok Durd's battalion
Pors Tonith,Canon,CIS,Muun,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,InterGalactic Banking Clan; Confederacy of Independent Systems; Confederacy of Independent Systems Navy
Dua Ningo,Canon,CIS,Sullustan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confederacy of Independent Systems; Sullustan Home Guard; Bulwark flotilla
Horn Ambigene,Canon,CIS,N/A,Tydane system,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confederacy of Independent Systems; Separatist Droid Army
Unidentified Imperial minister,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Stornvein,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic; Barma Battle Group
Royen,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Galactic Empire; Moff Royen's fleet
Nette's mother,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Unidentified scientist,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Tarkin Initiative
Ardinondu Dipolus Daeruun,Legends,Galactic Republic,Krex,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Republic
Ragnell,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,"5 ABY, Jakku",new,new,new,new,new,N/A,N/A,New Republic; Barma Battle Group
Bangroft Casas,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"c. 5 ABY, Troithe",new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps
Preartes,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
Unidentified Verpine smuggler,Canon,Criminal,Verpine,N/A,N/A,N/A,N/A,"c. 4 ABY, above Abednedo",new,new,new,new,new,N/A,N/A,N/A
Lindon Javes,Canon,New Republic,Human,Todirium III,N/A,N/A,N/A,N/A,new,new,new,Dela,new,N/A,Terisa Kerrill,Todirium militia; New Republic; Temperance battle group
Lundi's uncle,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Lundi's aunt,Canon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
The Harch,Canon,N/A,Harch,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,N/A
Agias Rikton,Canon,Galactic Empire,N/A,Corulag,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire
Mayus,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Jems,Canon,New Republic,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,New Republic
Narston,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Nagry,Canon,Galactic Empire,N/A,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps
Meriva Greef,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,N/A,new,new,new,new,new,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Xion,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"c. 4 ABY, Nacronis",new,new,new,new,new,N/A,N/A,Galactic Empire; 204th Imperial Fighter Wing
Nosteen,Canon,Galactic Empire,Human,N/A,N/A,N/A,N/A,"c. 4 ABY, Nacronis",new,new,new,new,new,N/A,N/A,Galactic Empire; Imperial Navy's officer corps; 204th Imperial Fighter Wing
